timestamp,frame,source,x,y
2023-07-27T15:36:13.219887Z,13920,R,1387.1122217178345,1042.5053808689117
2023-07-27T15:36:13.236570Z,13921,R,1386.678671836853,1042.0766258239746
2023-07-27T15:36:13.253253Z,13922,R,1386.5918006896973,1041.3899166584015
2023-07-27T15:36:13.269937Z,13923,R,1386.422571182251,1041.0264358520508
2023-07-27T15:36:13.286620Z,13924,R,1386.3298978805542,1040.350605726242
2023-07-27T15:36:13.303303Z,13925,R,1386.0944271087646,1040.1407611370087
2023-07-27T15:36:13.319987Z,13926,R,1386.4868783950806,1039.3274924755096
2023-07-27T15:36:13.336670Z,13927,R,1386.6859245300293,1038.8327379226685
2023-07-27T15:36:13.353353Z,13928,R,1386.8820695877075,1037.9167227745056
2023-07-27T15:36:13.370037Z,13929,R,1386.7188034057617,1037.6461973190308
2023-07-27T15:36:13.386720Z,13930,R,1386.7142906188965,1037.1717503070831
2023-07-27T15:36:13.403403Z,13931,R,1386.693016052246,1036.7125339508057
2023-07-27T15:36:13.420087Z,13932,R,1386.8145389556885,1035.8231120109558
2023-07-27T15:36:13.436770Z,13933,R,1386.853219985962,1035.2289955615997
2023-07-27T15:36:13.453453Z,13934,R,1386.628547668457,1035.1285457611084
2023-07-27T15:36:13.470137Z,13935,R,1386.7091331481934,1034.480396747589
2023-07-27T15:36:13.486820Z,13936,R,1386.976999282837,1033.8084347248077
2023-07-27T15:36:13.503504Z,13937,R,1387.1758842468262,1033.3105373382568
2023-07-27T15:36:13.520187Z,13938,R,1387.3734798431396,1032.554081439972
2023-07-27T15:36:13.536870Z,13939,R,1387.571720123291,1031.8561305999756
2023-07-27T15:36:13.553554Z,13940,R,1387.9077615737915,1030.8557424545288
2023-07-27T15:36:13.570237Z,13941,R,1388.145972251892,1030.2309229373932
2023-07-27T15:36:13.586920Z,13942,R,1388.1632175445557,1029.7597396373749
2023-07-27T15:36:13.603604Z,13943,R,1388.2745866775513,1029.0273385047913
2023-07-27T15:36:13.620287Z,13944,R,1388.5850019454956,1027.901478767395
2023-07-27T15:36:13.636970Z,13945,R,1388.4109373092651,1027.5152728557587
2023-07-27T15:36:13.653654Z,13946,R,1388.3833770751953,1026.8184099197388
2023-07-27T15:36:13.670337Z,13947,R,1388.4629955291748,1026.1234810352325
2023-07-27T15:36:13.687020Z,13948,R,1388.5189218521118,1025.3814096450806
2023-07-27T15:36:13.703704Z,13949,R,1388.9257173538208,1024.2985825538635
2023-07-27T15:36:13.720387Z,13950,R,1388.980354309082,1023.4148418903351
2023-07-27T15:36:13.737070Z,13951,R,1389.1049394607544,1022.5518922805786
