,timestamp,LHA_count_1,LHA_count_2,LHB_count_1,LHB_count_2,real_x_mm,real_y_mm,real_z_mm
160,2023-05-04 14:54:19.425136,33376,78478,39059,84462,40,0,160
161,2023-05-04 14:54:19.514932,33375,78474,39065,84466,40,0,160
162,2023-05-04 14:54:19.624193,33375,78474,39062,84470,40,0,160
163,2023-05-04 14:54:19.836034,33384,78472,39062,84462,40,0,160
164,2023-05-04 14:54:20.017719,33376,78472,39065,84464,40,0,160
165,2023-05-04 14:54:20.091600,33375,78471,39058,84463,40,0,160
166,2023-05-04 14:54:20.217862,33376,78472,39061,84468,40,0,160
167,2023-05-04 14:54:20.322120,33384,78473,39059,84462,40,0,160
168,2023-05-04 14:54:20.412644,33376,78471,39061,84466,40,0,160
169,2023-05-04 14:54:20.525560,33384,78476,39058,84463,40,0,160
170,2023-05-04 14:54:20.615378,33384,78474,39062,84462,40,0,160
171,2023-05-04 14:54:20.719287,33375,78472,39060,84468,40,0,160
172,2023-05-04 14:54:20.815268,33376,78472,39062,84462,40,0,160
173,2023-05-04 14:54:20.938429,33384,78476,39060,84466,40,0,160
174,2023-05-04 14:54:21.009369,33375,78471,39059,84466,40,0,160
175,2023-05-04 14:54:21.133878,33376,78472,39062,84462,40,0,160
176,2023-05-04 14:54:21.216941,33377,78474,39062,84470,40,0,160
177,2023-05-04 14:54:21.332583,33377,78474,39060,84466,40,0,160
178,2023-05-04 14:54:21.418489,33377,78474,39065,84468,40,0,160
179,2023-05-04 14:54:21.532919,33384,78474,39061,84470,40,0,160
180,2023-05-04 14:54:21.629360,33376,78474,39060,84463,40,0,160
181,2023-05-04 14:54:21.723878,33377,78474,39065,84465,40,0,160
182,2023-05-04 14:54:21.816435,33375,78472,39062,84462,40,0,160
183,2023-05-04 14:54:21.900428,33375,78471,39060,84462,40,0,160
184,2023-05-04 14:54:22.210265,33375,78478,39062,84466,40,0,160
185,2023-05-04 14:54:22.334657,33375,78472,39060,84466,40,0,160
186,2023-05-04 14:54:22.407046,33377,78476,39059,84466,40,0,160
187,2023-05-04 14:54:22.529460,33376,78470,39065,84468,40,0,160
188,2023-05-04 14:54:22.630694,33375,78478,39059,84463,40,0,160
189,2023-05-04 14:54:22.708301,33376,78476,39058,84463,40,0,160
190,2023-05-04 14:54:22.839440,33384,78474,39065,84468,40,0,160
191,2023-05-04 14:54:22.908009,33375,78472,39059,84468,40,0,160
192,2023-05-04 14:56:28.605431,32789,77953,38498,83869,80,0,160
193,2023-05-04 14:56:28.688468,32789,77951,38494,83875,80,0,160
194,2023-05-04 14:56:28.796130,32788,77950,38490,83867,80,0,160
195,2023-05-04 14:56:28.879427,32790,77953,38494,83867,80,0,160
196,2023-05-04 14:56:29.011245,32790,77955,38494,83875,80,0,160
197,2023-05-04 14:56:29.103740,32789,77951,38490,83867,80,0,160
198,2023-05-04 14:56:29.182963,32789,77951,38490,83867,80,0,160
199,2023-05-04 14:56:29.498034,32789,77951,38494,83872,80,0,160
200,2023-05-04 14:56:29.580084,32789,77947,38490,83867,80,0,160
201,2023-05-04 14:56:29.800293,32788,77950,38494,83875,80,0,160
202,2023-05-04 14:56:29.883263,32789,77955,38494,83873,80,0,160
203,2023-05-04 14:56:29.981572,32789,77951,38490,83873,80,0,160
204,2023-05-04 14:56:30.085200,32788,77947,38493,83875,80,0,160
205,2023-05-04 14:56:30.197318,32789,77951,38491,83867,80,0,160
206,2023-05-04 14:56:30.296100,32788,77950,38494,83873,80,0,160
207,2023-05-04 14:56:30.398750,32788,77953,38490,83866,80,0,160
208,2023-05-04 14:56:30.482696,32789,77951,38496,83873,80,0,160
209,2023-05-04 14:56:30.597160,32790,77951,38492,83868,80,0,160
210,2023-05-04 14:56:30.683288,32788,77956,38493,83870,80,0,160
211,2023-05-04 14:56:30.805349,32789,77949,38492,83870,80,0,160
212,2023-05-04 14:56:30.999752,32789,77953,38491,83869,80,0,160
213,2023-05-04 14:56:31.087170,32788,77951,38492,83868,80,0,160
214,2023-05-04 14:56:31.195838,32788,77951,38493,83869,80,0,160
215,2023-05-04 14:56:31.304737,32789,77951,38494,83875,80,0,160
216,2023-05-04 14:56:31.396958,32790,77950,38494,83873,80,0,160
217,2023-05-04 14:56:31.488392,32790,77955,38490,83872,80,0,160
218,2023-05-04 14:56:31.602408,32795,77951,38493,83875,80,0,160
219,2023-05-04 14:56:31.677243,32789,77953,38493,83869,80,0,160
220,2023-05-04 14:56:31.779669,32790,77951,38494,83873,80,0,160
221,2023-05-04 14:56:32.000753,32788,77951,38491,83870,80,0,160
222,2023-05-04 14:56:32.206899,32787,77947,38491,83875,80,0,160
223,2023-05-04 14:56:32.282887,32789,77951,38493,83869,80,0,160
224,2023-05-04 14:56:32.401403,32787,77953,38494,83873,80,0,160
225,2023-05-04 14:56:32.498434,32790,77955,38496,83868,80,0,160
226,2023-05-04 14:56:32.704880,32790,77955,38493,83875,80,0,160
227,2023-05-04 14:56:32.792212,32787,77946,38494,83875,80,0,160
228,2023-05-04 14:56:32.878377,32789,77953,38493,83869,80,0,160
229,2023-05-04 14:56:33.096698,32789,77951,38490,83867,80,0,160
230,2023-05-04 14:56:33.184873,32790,77951,38493,83869,80,0,160
231,2023-05-04 14:56:33.302410,32792,77947,38490,83867,80,0,160
232,2023-05-04 14:56:33.392556,32789,77951,38494,83875,80,0,160
233,2023-05-04 14:56:33.483176,32789,77951,38491,83869,80,0,160
234,2023-05-04 14:56:33.601295,32790,77953,38498,83870,80,0,160
235,2023-05-04 14:56:33.683159,32789,77947,38491,83873,80,0,160
236,2023-05-04 14:56:33.796804,32789,77951,38490,83869,80,0,160
237,2023-05-04 14:56:33.874416,32788,77951,38493,83869,80,0,160
238,2023-05-04 14:56:33.996599,32787,77947,38491,83870,80,0,160
239,2023-05-04 14:56:34.206089,32787,77947,38496,83873,80,0,160
240,2023-05-04 14:56:34.585976,32789,77953,38498,83869,80,0,160
241,2023-05-04 14:56:34.800817,32790,77953,38496,83867,80,0,160
242,2023-05-04 14:56:34.982815,32790,77950,38496,83875,80,0,160
243,2023-05-04 14:56:35.381096,32789,77951,38494,83875,80,0,160
244,2023-05-04 14:56:35.499730,32788,77947,38499,83870,80,0,160
245,2023-05-04 14:56:35.709871,32787,77947,38496,83873,80,0,160
246,2023-05-04 14:56:35.779918,32790,77953,38490,83867,80,0,160
247,2023-05-04 14:56:36.001961,32789,77951,38498,83870,80,0,160
248,2023-05-04 14:56:36.088325,32790,77951,38493,83870,80,0,160
249,2023-05-04 14:56:36.191226,32790,77953,38490,83866,80,0,160
250,2023-05-04 14:56:36.308049,32790,77953,38496,83875,80,0,160
251,2023-05-04 14:56:36.386873,32788,77950,38494,83873,80,0,160
252,2023-05-04 14:56:36.505313,32795,77953,38494,83869,80,0,160
253,2023-05-04 14:56:36.573957,32788,77950,38492,83870,80,0,160
254,2023-05-04 14:56:36.692854,32789,77953,38493,83872,80,0,160
255,2023-05-04 14:56:36.898687,32790,77955,38496,83867,80,0,160
256,2023-05-04 14:56:37.201632,32789,77953,38499,83872,80,0,160
257,2023-05-04 14:56:37.600104,32790,77950,38496,83873,80,0,160
258,2023-05-04 14:56:37.797346,32788,77950,38490,83870,80,0,160
259,2023-05-04 14:56:37.900252,32789,77950,38496,83871,80,0,160
260,2023-05-04 14:56:37.987330,32789,77951,38493,83873,80,0,160
261,2023-05-04 14:56:38.097809,32790,77953,38493,83869,80,0,160
262,2023-05-04 14:56:38.296899,32789,77951,38498,83870,80,0,160
263,2023-05-04 14:56:38.483244,32789,77953,38491,83873,80,0,160
264,2023-05-04 14:56:38.586108,32789,77953,38496,83867,80,0,160
265,2023-05-04 14:56:38.695284,32790,77950,38496,83867,80,0,160
266,2023-05-04 14:56:38.791984,32790,77953,38490,83869,80,0,160
267,2023-05-04 14:56:38.896534,32790,77947,38490,83869,80,0,160
268,2023-05-04 14:56:39.009363,32790,77951,38496,83873,80,0,160
269,2023-05-04 14:56:39.085686,32789,77953,38494,83873,80,0,160
270,2023-05-04 14:56:39.207677,32790,77950,38496,83873,80,0,160
271,2023-05-04 14:56:39.292129,32789,77951,38494,83875,80,0,160
272,2023-05-04 14:56:39.396487,32789,77953,38493,83867,80,0,160
273,2023-05-04 14:56:39.887254,32790,77955,38491,83867,80,0,160
274,2023-05-04 14:56:40.184280,32792,77950,38494,83873,80,0,160
275,2023-05-04 14:56:40.406500,32790,77955,38496,83873,80,0,160
276,2023-05-04 14:56:40.603678,32790,77953,38493,83875,80,0,160
277,2023-05-04 14:56:40.807135,32792,77951,38498,83873,80,0,160
278,2023-05-04 14:56:40.891510,32788,77956,38494,83875,80,0,160
279,2023-05-04 14:56:41.000887,32789,77947,38494,83873,80,0,160
280,2023-05-04 14:56:41.090993,32789,77955,38498,83869,80,0,160
281,2023-05-04 14:56:41.203766,32790,77955,38492,83870,80,0,160
282,2023-05-04 14:56:41.294560,32789,77955,38494,83875,80,0,160
283,2023-05-04 14:56:41.397003,32789,77951,38490,83866,80,0,160
284,2023-05-04 14:56:41.493868,32789,77951,38494,83867,80,0,160
285,2023-05-04 14:56:41.578911,32789,77953,38493,83869,80,0,160
286,2023-05-04 14:58:14.472498,32199,77420,37939,83286,120,0,160
287,2023-05-04 14:58:14.686698,32193,77418,37938,83293,120,0,160
288,2023-05-04 14:58:14.773870,32194,77420,37938,83289,120,0,160
289,2023-05-04 14:58:14.889811,32193,77418,37940,83290,120,0,160
290,2023-05-04 14:58:14.988829,32200,77418,37940,83291,120,0,160
291,2023-05-04 14:58:15.080315,32193,77420,37938,83288,120,0,160
292,2023-05-04 14:58:15.183784,32193,77419,37938,83290,120,0,160
293,2023-05-04 14:58:15.299927,32195,77419,37940,83294,120,0,160
294,2023-05-04 14:58:15.380771,32193,77422,37941,83293,120,0,160
295,2023-05-04 14:58:15.485468,32193,77420,37940,83290,120,0,160
296,2023-05-04 14:58:15.590532,32194,77428,37938,83293,120,0,160
297,2023-05-04 14:58:15.695912,32192,77418,37938,83297,120,0,160
298,2023-05-04 14:58:15.892179,32200,77417,37940,83290,120,0,160
299,2023-05-04 14:58:16.000195,32199,77420,37940,83294,120,0,160
300,2023-05-04 14:58:16.072048,32194,77420,37942,83287,120,0,160
301,2023-05-04 14:58:16.207219,32200,77418,37941,83295,120,0,160
302,2023-05-04 14:58:16.273652,32193,77418,37939,83294,120,0,160
303,2023-05-04 14:58:16.368597,32192,77419,37938,83290,120,0,160
304,2023-05-04 14:58:16.492731,32191,77419,37940,83290,120,0,160
305,2023-05-04 14:58:16.600939,32192,77418,37940,83297,120,0,160
306,2023-05-04 14:58:16.678384,32192,77422,37938,83293,120,0,160
307,2023-05-04 14:58:16.794658,32195,77418,37939,83295,120,0,160
308,2023-05-04 14:58:16.878325,32194,77422,37939,83297,120,0,160
309,2023-05-04 14:58:17.101187,32192,77424,37939,83287,120,0,160
310,2023-05-04 14:58:17.391275,32194,77418,37938,83289,120,0,160
311,2023-05-04 14:58:17.477192,32193,77418,37945,83290,120,0,160
312,2023-05-04 14:58:17.579922,32194,77418,37940,83290,120,0,160
313,2023-05-04 14:58:17.682598,32192,77419,37942,83290,120,0,160
314,2023-05-04 14:58:17.778946,32200,77418,37939,83287,120,0,160
315,2023-05-04 14:58:17.904508,32194,77424,37942,83290,120,0,160
316,2023-05-04 14:58:17.978635,32200,77418,37942,83290,120,0,160
317,2023-05-04 14:58:18.191349,32193,77424,37940,83290,120,0,160
318,2023-05-04 14:58:18.283467,32192,77418,37941,83295,120,0,160
319,2023-05-04 14:58:18.363765,32193,77420,37940,83287,120,0,160
320,2023-05-04 14:58:18.488805,32191,77420,37940,83294,120,0,160
321,2023-05-04 14:58:18.582709,32200,77418,37938,83293,120,0,160
322,2023-05-04 14:58:18.681700,32194,77420,37938,83289,120,0,160
323,2023-05-04 14:58:18.787768,32193,77424,37939,83287,120,0,160
324,2023-05-04 14:58:18.887241,32194,77418,37940,83289,120,0,160
325,2023-05-04 14:58:18.997674,32199,77424,37940,83290,120,0,160
326,2023-05-04 14:58:19.074365,32193,77418,37941,83286,120,0,160
327,2023-05-04 14:58:19.292487,32192,77419,37941,83286,120,0,160
328,2023-05-04 14:58:19.391835,32195,77424,37939,83290,120,0,160
329,2023-05-04 14:58:19.474134,32193,77419,37939,83287,120,0,160
330,2023-05-04 14:58:19.589236,32192,77418,37941,83287,120,0,160
331,2023-05-04 14:58:19.898675,32199,77424,37938,83297,120,0,160
332,2023-05-04 14:58:19.990658,32192,77424,37941,83291,120,0,160
333,2023-05-04 14:58:20.080583,32192,77419,37941,83286,120,0,160
334,2023-05-04 14:58:20.207144,32195,77419,37941,83295,120,0,160
335,2023-05-04 14:58:20.273556,32195,77418,37938,83290,120,0,160
336,2023-05-04 14:58:20.388670,32192,77418,37938,83290,120,0,160
337,2023-05-04 14:58:20.503935,32195,77428,37939,83287,120,0,160
338,2023-05-04 14:58:20.577033,32193,77420,37941,83293,120,0,160
339,2023-05-04 14:58:20.693359,32194,77424,37939,83294,120,0,160
340,2023-05-04 14:58:20.770499,32195,77419,37937,83286,120,0,160
341,2023-05-04 14:58:20.893688,32194,77424,37937,83286,120,0,160
342,2023-05-04 14:58:20.993331,32200,77418,37940,83289,120,0,160
343,2023-05-04 14:58:21.075884,32200,77420,37942,83290,120,0,160
344,2023-05-04 14:58:21.167613,32192,77424,37939,83287,120,0,160
345,2023-05-04 14:58:21.265365,32195,77419,37940,83290,120,0,160
346,2023-05-04 14:58:21.366707,32194,77420,37941,83294,120,0,160
347,2023-05-04 14:58:21.459791,32194,77419,37938,83290,120,0,160
348,2023-05-04 14:58:21.576063,32200,77419,37938,83293,120,0,160
349,2023-05-04 14:58:21.986805,32193,77424,37938,83290,120,0,160
350,2023-05-04 14:58:22.201907,32200,77418,37941,83293,120,0,160
351,2023-05-04 14:58:22.473722,32193,77418,37945,83290,120,0,160
352,2023-05-04 14:58:22.590657,32193,77420,37942,83286,120,0,160
353,2023-05-04 14:58:22.685117,32193,77419,37939,83294,120,0,160
354,2023-05-04 14:58:22.783205,32193,77424,37939,83290,120,0,160
355,2023-05-04 14:58:22.876909,32192,77418,37938,83286,120,0,160
356,2023-05-04 14:58:22.984961,32194,77419,37941,83295,120,0,160
357,2023-05-04 14:58:23.069018,32191,77422,37938,83289,120,0,160
358,2023-05-04 14:58:23.187114,32193,77419,37940,83287,120,0,160
359,2023-05-04 14:58:23.292761,32200,77419,37939,83287,120,0,160
360,2023-05-04 14:58:23.395980,32193,77428,37937,83293,120,0,160
361,2023-05-04 14:58:23.504348,32200,77420,37938,83293,120,0,160
362,2023-05-04 14:58:23.574843,32192,77418,37937,83294,120,0,160
363,2023-05-04 14:58:23.690704,32193,77418,37941,83290,120,0,160
364,2023-05-04 14:58:23.767062,32191,77418,37939,83290,120,0,160
365,2023-05-04 15:00:09.067189,31586,76867,37391,82711,160,0,160
366,2023-05-04 15:00:09.179979,31583,76874,37390,82711,160,0,160
367,2023-05-04 15:00:09.284499,31583,76874,37390,82708,160,0,160
368,2023-05-04 15:00:09.385801,31583,76868,37391,82713,160,0,160
369,2023-05-04 15:00:09.486104,31585,76868,37391,82713,160,0,160
370,2023-05-04 15:00:09.564845,31585,76869,37391,82712,160,0,160
371,2023-05-04 15:00:09.677557,31586,76870,37389,82709,160,0,160
372,2023-05-04 15:00:09.783855,31583,76874,37399,82712,160,0,160
373,2023-05-04 15:00:09.864110,31583,76867,37393,82713,160,0,160
374,2023-05-04 15:00:09.989197,31584,76867,37392,82713,160,0,160
375,2023-05-04 15:00:10.071337,31586,76874,37392,82708,160,0,160
376,2023-05-04 15:00:10.379252,31583,76867,37392,82717,160,0,160
377,2023-05-04 15:00:10.477351,31585,76869,37390,82713,160,0,160
378,2023-05-04 15:00:10.569567,31586,76869,37391,82713,160,0,160
379,2023-05-04 15:00:10.894573,31586,76869,37396,82713,160,0,160
380,2023-05-04 15:00:10.965318,31586,76869,37392,82710,160,0,160
381,2023-05-04 15:00:11.077905,31584,76868,37392,82710,160,0,160
382,2023-05-04 15:00:11.198365,31586,76874,37393,82713,160,0,160
383,2023-05-04 15:00:11.270835,31586,76868,37390,82710,160,0,160
384,2023-05-04 15:00:11.382189,31586,76868,37392,82713,160,0,160
