,timestamp,x,y,c0,c1
730,2023-07-24 17:12:35.664395,0.5982332345645636,0.5513718802213975,40183,82049
731,2023-07-24 17:12:35.756866,0.5972477080750912,0.5466811894216906,40181,81987
732,2023-07-24 17:12:35.853548,0.5970324529734181,0.5407206339684627,40205,81930
733,2023-07-24 17:12:35.967937,0.597173449563018,0.5330667543847533,40247,81865
734,2023-07-24 17:12:36.071541,0.5968735781042054,0.5250555390965358,40280,81786
735,2023-07-24 17:12:36.154786,0.5961642496015,0.5171967771697364,40302,81698
736,2023-07-24 17:12:36.272470,0.5954485844458621,0.5082306586055982,40330,81598
737,2023-07-24 17:12:36.354500,0.5948950852694446,0.500733444532633,40355,81514
738,2023-07-24 17:12:36.464980,0.5947317193878432,0.49358008303170475,40389,81441
739,2023-07-24 17:12:36.563250,0.5948657023486414,0.48816919956144744,40422,81391
740,2023-07-24 17:12:36.655622,0.5946536417276193,0.4831165931283308,81336,40444
741,2023-07-24 17:12:36.754195,0.5941429872154287,0.4777201643863356,40460,81270
742,2023-07-24 17:12:36.855603,0.5939628245301635,0.46988303217990723,40499,81186
743,2023-07-24 17:12:36.957366,0.5937091614308163,0.4640738431116166,40525,81120
744,2023-07-24 17:12:37.061404,0.5933339010215284,0.45842674267918804,40547,81052
745,2023-07-24 17:12:37.155530,0.5930228583796237,0.4526190226721376,80983,40572
746,2023-07-24 17:12:37.261084,0.5929974490598681,0.4475506522905047,40601,80928
747,2023-07-24 17:12:37.356201,0.5929328736976195,0.4423493948005376,80870,40630
748,2023-07-24 17:12:37.454166,0.5919897745268397,0.4367002028358822,40637,80785
749,2023-07-24 17:12:37.569396,0.5904002061308115,0.43130910276512135,40624,80686
750,2023-07-24 17:12:37.658840,0.5876910005009341,0.4265113256450904,40575,80565
751,2023-07-24 17:12:37.754478,0.5851620056357648,0.42333584017204573,40521,80466
752,2023-07-24 17:12:37.855056,0.582639642672822,0.4208031681296337,40463,80374
753,2023-07-24 17:12:37.953549,0.5790453475570115,0.4192125244470174,80266,40368
754,2023-07-24 17:12:38.061399,0.5756771627517799,0.41627062108591417,40287,80147
755,2023-07-24 17:12:38.164687,0.570973727871205,0.41678605558349946,80036,40147
756,2023-07-24 17:12:38.255206,0.5674028372582903,0.4160499788937817,40047,79938
757,2023-07-24 17:12:38.357582,0.5630505376912485,0.4168189487542515,39916,79839
758,2023-07-24 17:12:38.466769,0.5580949206493416,0.41966151212894265,79751,39757
759,2023-07-24 17:12:38.557991,0.5545016168843588,0.4207969576095677,39647,79676
760,2023-07-24 17:12:38.656602,0.55033419080128,0.42392582415528257,39511,79612
761,2023-07-24 17:12:38.762561,0.5466792719178802,0.42657036547982863,39393,79555
762,2023-07-24 17:12:38.860475,0.543127489496807,0.43002145020540405,39275,79511
763,2023-07-24 17:12:38.953202,0.5387679888346356,0.43549834916726093,79473,39126
764,2023-07-24 17:12:39.067552,0.5360780790486742,0.4379344368011573,39039,79438
765,2023-07-24 17:12:39.169443,0.5326186181067246,0.44345010429771237,79423,38918
766,2023-07-24 17:12:39.259225,0.5296140119851556,0.44726373278201714,79398,38818
767,2023-07-24 17:12:39.668580,0.5205967002876845,0.46843116070195767,38488,79443
768,2023-07-24 17:12:39.760872,0.5188386308573516,0.4752632075263341,79484,38416
769,2023-07-24 17:12:39.859441,0.5173140807650827,0.48278553524360157,79538,38349
770,2023-07-24 17:12:39.952317,0.5159348770366117,0.4890659119765588,79580,38291
771,2023-07-24 17:12:40.050982,0.5150904395466448,0.4965834379849773,79648,38244
772,2023-07-24 17:12:40.160030,0.5149551132729836,0.5039194030689298,79729,38217
773,2023-07-24 17:12:40.265225,0.5151714388598247,0.5098523995030728,79801,38204
774,2023-07-24 17:12:40.372549,0.5153963744687962,0.5171959356048474,79888,38187
775,2023-07-24 17:12:40.454872,0.5156357585886027,0.5234338091870212,79962,38174
776,2023-07-24 17:12:40.558270,0.5160952295832274,0.5306007924736419,80050,38164
777,2023-07-24 17:12:40.666544,0.5167406118362904,0.5380623358546104,80144,38158
778,2023-07-24 17:12:40.753339,0.5168899133946969,0.5440105426473433,80210,38144
779,2023-07-24 17:12:40.969141,0.5177012435537317,0.5580759501191959,80373,38123
780,2023-07-24 17:12:41.052875,0.5182418028775766,0.565130707343837,80456,38116
781,2023-07-24 17:12:41.157184,0.5185450931051262,0.5733107304163518,80544,38100
782,2023-07-24 17:12:41.268275,0.5177914419994155,0.5805304751275524,80599,38061
783,2023-07-24 17:12:41.357048,0.5155675583356221,0.5861588262544163,80607,37991
784,2023-07-24 17:12:41.457526,0.5126194778269023,0.5899508660189452,80582,37909
