,timestamp,x,y,c0,c1
295,2023-07-24 17:11:49.466581,0.5995354766704872,0.5999427866668703,39987,82476
296,2023-07-24 17:11:49.571919,0.599567346654176,0.6001141985785823,39987,82478
297,2023-07-24 17:11:49.669942,0.599567346654176,0.6001141985785823,39987,82478
298,2023-07-24 17:11:49.757307,0.599567346654176,0.6001141985785823,39987,82478
299,2023-07-24 17:11:49.859660,0.5995791541069942,0.5999557737481586,39988,82477
300,2023-07-24 17:11:49.959680,0.5996588669315651,0.6003844198853556,39988,82482
301,2023-07-24 17:11:50.061229,0.5997372117346425,0.5990321091945041,39996,82473
302,2023-07-24 17:11:50.259226,0.5989594463959846,0.5948565720180496,39996,82424
303,2023-07-24 17:11:50.359864,0.5990851631659748,0.5911366709992748,40016,82397
304,2023-07-24 17:11:50.459258,0.5988725814861935,0.5878181531593989,40026,82366
305,2023-07-24 17:11:50.557150,0.598657659981789,0.5834183806466484,40041,82326
306,2023-07-24 17:11:50.659216,0.5987133033888963,0.5781205385599201,40067,82284
307,2023-07-24 17:11:50.760516,0.5978929210286604,0.5737789271411651,40067,82231
308,2023-07-24 17:11:50.958734,0.5959617544254682,0.5650386823353213,40060,82117
309,2023-07-24 17:11:51.061006,0.5955141692891944,0.5609795514594778,40068,82073
310,2023-07-24 17:11:51.160119,0.5954588886135141,0.5569117697794819,40086,82037
311,2023-07-24 17:11:51.358786,0.5965205695514594,0.547799253373003,40157,81981
312,2023-07-24 17:11:51.563934,0.5968394220742479,0.5397266510182195,40205,81917
313,2023-07-24 17:11:51.666904,0.5968000221846186,0.5353246257652242,40226,81877
314,2023-07-24 17:11:51.759408,0.5963347155698272,0.5305598010854262,81824,40238
315,2023-07-24 17:11:51.865617,0.596080919100814,0.527093371803566,40249,81787
316,2023-07-24 17:11:52.092605,0.5962437597525784,0.5189503785553933,40295,81716
317,2023-07-24 17:11:52.173254,0.5960622808463403,0.5157190175653654,40307,81682
318,2023-07-24 17:11:52.261108,0.5959046999200143,0.5122404278001855,40321,81646
319,2023-07-24 17:11:52.357097,0.595818585192002,0.5072424959897972,40345,81597
