,timestamp,x,y,c0,c1
173,2023-07-24 17:11:36.074800,0.5897931620148418,0.5892904689188778,82189,39797
174,2023-07-24 17:11:36.167194,0.5898943545703783,0.5893995289040164,82192,39799
175,2023-07-24 17:11:36.260279,0.5898062577529366,0.5891352559322549,82188,39798
176,2023-07-24 17:11:36.371923,0.5897912627625983,0.5890513833061803,82187,39798
177,2023-07-24 17:11:36.464268,0.5898924325155376,0.5891603930591192,82190,39800
178,2023-07-24 17:11:36.562262,0.5898062577529366,0.5891352559322549,82188,39798
179,2023-07-24 17:11:36.689872,0.5898381646871746,0.5895422389350785,82192,39797
180,2023-07-24 17:11:36.761841,0.58983625485665,0.5893030410262354,82190,39798
181,2023-07-24 17:11:36.881809,0.5898624305187601,0.5889926513912158,82188,39800
182,2023-07-24 17:11:36.975500,0.5897912627625983,0.5890513833061803,82187,39798
183,2023-07-24 17:11:37.064405,0.58983625485665,0.5893030410262354,82190,39798
184,2023-07-24 17:11:37.169052,0.5897912627625983,0.5890513833061803,82187,39798
185,2023-07-24 17:11:37.267889,0.5898643455181877,0.5892317123905713,82190,39799
186,2023-07-24 17:11:37.359542,0.5898474330820901,0.5889088004708938,82187,39800
187,2023-07-24 17:11:37.462820,0.5898081605301704,0.5893743789680292,82190,39797
188,2023-07-24 17:11:37.559354,0.5897912627625983,0.5890513833061803,82187,39798
189,2023-07-24 17:11:37.761298,0.5898212551174258,0.5892191418378492,82189,39798
190,2023-07-24 17:11:37.867480,0.5898493445554647,0.5891478240609289,82189,39799
191,2023-07-24 17:11:37.970702,0.5898624305187601,0.5889926513912158,82188,39800
192,2023-07-24 17:11:38.064069,0.5898212551174258,0.5892191418378492,82189,39798
193,2023-07-24 17:11:38.171207,0.5898624305187601,0.5889926513912158,82188,39800
194,2023-07-24 17:11:38.258837,0.5898643455181877,0.5892317123905713,82190,39799
195,2023-07-24 17:11:38.373040,0.5898774303297142,0.5890765155862008,82189,39800
196,2023-07-24 17:11:38.463522,0.5898774303297142,0.5890765155862008,82189,39800
197,2023-07-24 17:11:38.560710,0.5897912627625983,0.5890513833061803,82187,39798
198,2023-07-24 17:11:38.669183,0.5898643455181877,0.5892317123905713,82190,39799
199,2023-07-24 17:11:38.774304,0.5898662614616456,0.5894708792644611,82192,39798
200,2023-07-24 17:11:38.865031,0.5898774303297142,0.5890765155862008,82189,39800
201,2023-07-24 17:11:38.964192,0.5899224440141294,0.5893281878518271,82192,39800
202,2023-07-24 17:11:39.064592,0.58983625485665,0.5893030410262354,82190,39798
203,2023-07-24 17:11:39.176794,0.5898662614616456,0.5894708792644611,82192,39798
204,2023-07-24 17:11:39.259855,0.5898212551174258,0.5892191418378492,82189,39798
205,2023-07-24 17:11:39.370043,0.5897912627625983,0.5890513833061803,82187,39798
206,2023-07-24 17:11:39.460222,0.5898474330820901,0.5889088004708938,82187,39800
207,2023-07-24 17:11:39.570052,0.58983625485665,0.5893030410262354,82190,39798
208,2023-07-24 17:11:39.658794,0.5897912627625983,0.5890513833061803,82187,39798
209,2023-07-24 17:11:39.868581,0.5898474330820901,0.5889088004708938,82187,39800
210,2023-07-24 17:11:40.076216,0.5898212551174258,0.5892191418378492,82189,39798
211,2023-07-24 17:11:40.260530,0.58983625485665,0.5893030410262354,82190,39798
212,2023-07-24 17:11:40.363264,0.5897912627625983,0.5890513833061803,82187,39798
213,2023-07-24 17:11:40.459067,0.5898343459675444,0.5890639490116492,82188,39799
214,2023-07-24 17:11:40.558358,0.5898643455181877,0.5892317123905713,82190,39799
215,2023-07-24 17:11:40.660812,0.5898643455181877,0.5892317123905713,82190,39799
216,2023-07-24 17:11:40.860146,0.58983625485665,0.5893030410262354,82190,39798
217,2023-07-24 17:11:40.958227,0.5898493445554647,0.5891478240609289,39799,82189
218,2023-07-24 17:11:41.057900,0.5898474330820901,0.5889088004708938,82187,39800
219,2023-07-24 17:11:41.158576,0.58983625485665,0.5893030410262354,82190,39798
220,2023-07-24 17:11:41.261860,0.58983625485665,0.5893030410262354,82190,39798
221,2023-07-24 17:11:41.471004,0.5898774303297142,0.5890765155862008,39800,82189
222,2023-07-24 17:11:41.559485,0.5898624305187601,0.5889926513912158,82188,39800
223,2023-07-24 17:11:41.672866,0.5897912627625983,0.5890513833061803,82187,39798
224,2023-07-24 17:11:41.765221,0.5898062577529366,0.5891352559322549,82188,39798
225,2023-07-24 17:11:41.871312,0.5896788781525696,0.5893366605929319,82187,39794
226,2023-07-24 17:11:41.970754,0.5897500703305231,0.5892778976816504,82188,39796
227,2023-07-24 17:11:42.081154,0.5898774303297142,0.5890765155862008,82189,39800
228,2023-07-24 17:11:42.159951,0.602737223386578,0.5970197252793689,40078,82519
229,2023-07-24 17:11:42.263771,0.6467767353709455,0.5894045662361852,41188,83368
230,2023-07-24 17:11:42.375778,0.6600448649160614,0.5815776044849328,83586,41557
231,2023-07-24 17:11:42.459219,0.6486069135889476,0.5774830144403904,41301,83321
232,2023-07-24 17:11:42.560431,0.6303951949152572,0.5888373912947873,83027,40792
233,2023-07-24 17:11:42.659695,0.6103249288873893,0.5910311354487974,40291,82629
234,2023-07-24 17:11:42.764288,0.5993142064780107,0.5927997251887847,40014,82415
235,2023-07-24 17:11:42.861886,0.5953253399693688,0.5936248046313986,82339,39913
236,2023-07-24 17:11:42.960250,0.595343732093219,0.5928299730168733,82333,39917
237,2023-07-24 17:11:43.068515,0.5956042151710398,0.5940273426618989,82348,39918
238,2023-07-24 17:11:43.168659,0.5960870028038919,0.5935287101472644,39932,82354
239,2023-07-24 17:11:43.262010,0.5963038244370567,0.5935925472161152,39937,82359
240,2023-07-24 17:11:43.368010,0.5964773036386102,0.5936436330858993,39941,82363
