,n_points,MAE,RMS,STD,Coplanar,MAD
690,10.0,11.761576618940488,12.732433623145885,4.876492736035631,35.69632409492406,95.90192878709634
693,10.0,10.685129498048058,11.535242619618385,4.346243194231504,32.445224255878614,90.29166964632903
697,10.0,7.405576808191935,7.977083754749513,2.965012203728403,32.837162344925744,92.06776819003186
698,10.0,17.253344915539255,18.385599462743674,6.352350496460041,33.12838330240562,82.96047566708603
701,10.0,26.979977339283785,28.798151876127218,10.070470408686132,36.726184168190954,111.1357316512039
702,10.0,11.366642779901477,12.65464956710966,5.562336521684238,30.077947775144064,94.19940217986627
706,10.0,6.447225642151367,7.0273421669331935,2.7958575518690503,39.06638320072629,99.53801266536694
707,10.0,40.75917746222604,44.29855421296474,17.350831621618035,32.653967000560456,91.56258218317444
711,10.0,10.558425995311865,11.365647508473543,4.2068496274995955,30.776248365932627,120.21380833174278
712,10.0,6.893625697233739,7.444636362751035,2.8107890920582457,30.85325815610235,95.4009832609145
717,10.0,10.57896940457172,11.390762935849358,4.22313705648478,30.27122533874881,92.9077186192009
719,10.0,19.539713323741438,21.06130727366141,7.859915222289887,37.92855882495828,100.92020985368752
720,10.0,30.271846285883292,33.068013879189635,13.308225439859827,33.96256209939044,97.67103746612756
721,10.0,5.150076351806055,5.710003724393053,2.4659391929142473,32.83151795814771,94.28166715851542
724,10.0,21.975721570856603,23.6569261362337,8.7588706837928,32.423073522209656,98.92994843796102
727,10.0,23.510593693684154,25.007644828543704,8.522574965413193,34.636480875558036,93.73099985221464
732,10.0,13.532600059666882,14.746620061395902,5.859312149072446,33.47293571459974,96.64426267627093
733,10.0,14.362210072165341,15.329019190834762,5.3577748362517825,34.373909398490326,99.28614513994975
736,10.0,19.683638801922523,21.444177932426907,8.509237963121908,30.067064279318096,102.45815362262105
737,10.0,10.82927122420064,11.596690019295421,4.148506256030715,34.085292070928354,98.23837070183228
741,10.0,109.06678051625474,123.77653244601798,58.52407515014021,30.911336380504558,77.73537686469032
742,10.0,12.784285199702524,13.554215511320043,4.5031999800115345,32.21940989075368,99.81670309706908
744,10.0,20.194947890234218,22.2580269676473,9.358624055022126,37.918895528516906,90.39084061289999
746,10.0,5.2979461621471495,5.809642683514384,2.3840542303191237,32.36623707141243,94.99742157516712
