,MAD,MAE,RMS,STD
0,34.64101615137755,151.67429109373532,462.5749913036405,437.00175285778414
1,34.64101615137755,2222.5947156914053,15611.517117251533,15452.492984370461
2,34.64101615137755,48.80877682542813,52.04268635639262,18.059471420708956
3,34.64101615137755,342.7274114188408,371.6315039984482,143.6937584806286
4,34.64101615137755,1688.542466531428,4278.514399135349,3931.22243104209
5,34.64101615137755,93.24088688350713,99.9915198599614,36.117046627348756
6,34.64101615137755,136.0953162609358,164.3304200717831,92.10077009886808
7,34.64101615137755,165.89748276056793,433.2275193106154,400.2050833032193
8,34.64101615137755,35.89610259070422,37.904897015223256,12.17583822709217
9,34.64101615137755,17344.062259432376,216729.04167073098,216033.9348525004
10,34.64101615137755,161.3707632551725,245.20213494699152,184.61734411751706
11,34.64101615137755,276.7625198591336,305.1403913956323,128.50356439532084
12,34.64101615137755,126.81399001909656,143.5926292484846,67.35766556175496
13,34.64101615137755,351.0519438435405,414.89059057580545,221.12606104214012
14,34.64101615137755,5010.089782288506,37699.09021651609,37364.6946130492
15,34.64101615137755,441.46227839518815,1749.135767388861,1692.5090810725799
16,34.64101615137755,164.4179515642308,1529.4058655228819,1520.5423501827295
17,34.64101615137755,579.0363145005615,973.3161758289095,782.3434825061303
18,34.64101615137755,2522.4494334475235,3225.903097264155,2010.8952356198802
19,34.64101615137755,4616.383864110741,27533.686555398144,27143.929254072453
20,34.64101615137755,52.764706019101766,56.4823747938034,20.153026101939226
21,34.64101615137755,88.02404928687389,94.73868810816414,35.031211392100026
22,34.64101615137755,125.03667738059391,134.61381404221484,49.8669052640453
23,34.64101615137755,74.84983106802471,83.61009233114635,37.25788948277905
24,34.64101615137755,44.3839249312515,48.62650890623463,19.86465645575446
25,34.64101615137755,126.8884837358593,139.2846500031276,57.44150434753886
26,34.64101615137755,4804.3364544474925,95293.01918207188,95171.83331252575
27,34.64101615137755,387.20064685164056,903.57751245371,816.411648673453
28,34.64101615137755,1854.8864719772534,4619.95868579859,4231.242658435179
29,34.64101615137755,954.492597826499,2902.3077303964674,2740.863740249324
30,34.64101615137755,233.5423464902726,283.7378032938287,161.13693994185456
31,34.64101615137755,228.7935157159792,253.1245891736101,108.28473950945664
32,34.64101615137755,96.01336787510866,106.43887756001529,45.94200524046569
33,34.64101615137755,1382.575033389377,16372.60314504835,16314.123329872662
34,34.64101615137755,146.04968691109914,225.8557203873917,172.2797010238803
35,34.64101615137755,1308.743930206421,13304.506286634787,13239.98024380144
36,34.64101615137755,107.86523270050834,113.44545749618295,35.142046055735555
37,34.64101615137755,607.3122493514361,1125.4978987684806,947.5850103921887
38,34.64101615137755,7959.967746941744,68171.13717954839,67704.82152565244
39,34.64101615137755,3207.429110444782,9731.650842840429,9187.895658333753
40,34.64101615137755,130.0817214347162,206.26554679496184,160.07567442683316
41,34.64101615137755,3550.5430375305027,11581.594461849501,11023.927359039822
42,34.64101615137755,431.6195301899975,1474.3505160452562,1409.756725581218
43,34.64101615137755,355.86214769728934,996.7570622527857,931.0675448038537
44,34.64101615137755,636.9466132122926,2173.2517836414336,2077.816721228815
45,34.64101615137755,305.27309883998015,557.3423598278004,466.30337891018644
46,34.64101615137755,21916.95664878791,301365.8348770977,300567.81837453134
47,34.64101615137755,268.01769452803865,460.3614830925347,374.298290852407
48,34.64101615137755,53.13605735978073,58.31722611423616,24.030361418776877
49,34.64101615137755,938.9597541145804,4238.105533939319,4132.7827304323855
